,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
1,0.918928,0.928324,0.29815,0.500385,0.907007,0.323044,0.925213,0.962888,0.861113,0.425742,0.255817,0.800071,0.570249,0.499657,0.394331,0.169866,0.32359,0.527203,0.827668
