,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
1,0.433413,0.218051,0.00321839,0.896365,0.162078,0.19845,0.206101,0.94998,0.752534,0.0979075,0.409242,0.162716,0.220883,0.982361,0.837228,0.264941,0.358517,0.408051,0.22718,0.347447,0.347447,0.798313,0.396075,0.218051,0.626105,0.494969,0.703827,0.218051,0.837498,0.703827,0.235467,0.218051,0.0802886,0.745534,0.0797537,0.024968,0.218051,0.920794,0.38982,0.203196,0.404315,0.953555,0.709314,0.238935,0.852805,0.966777,0.326908,0.245395,0.587304,0.748011,0.0885336,0.939684,0.899464,0.0797537,0.796847,0.357051,0.767497,0.771389,0.95172,0.452203,0.169208,0.658573,0.143113,0.220087,0.971979,0.0346678,0.846689,0.603512,0.458783,0.113939,0.861562,0.735729,0.860969,0.462519,0.768678,0.159474,0.896158,0.214201,0.332462,0.809346,0.703827,0.0921008,0.584883,0.929501,0.873163,0.221278,0.877275,0.033252,0.685257,0.69741,0.623583,0.224232,0.0510358,0.0292219,0.888423,0.404911,0.968137,0.10958,0.204743,0.39019,0.923387,0.344471,0.344818,0.218051,0.298793,0.468374,0.0359555,0.218051,0.494969,0.218051,0.218051,0.218051,0.218051,0.298793,0.468374,0.0359555,0.218051,0.494969,0.218051,0.218051,0.218051,0.298793,0.552796,0.00699838,0.0143682,0.115362,0.351885,0.596342,0.133401,0.106666,0.146867,0.0454062,0.175964,0.728384,0.0997649,0.351735,0.0145441,0.106666,0.319866,0.147025,0.115362,0.0797754,0.0302664,0.0255001,0.346905,0.605195,0.893383,0.926816,0.880595,0.670487,0.618145,0.346115
