,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
1,0.167221,0.0243645,0.896869,0.890069,0.00321839,0.535652,0.281238,0.187696,0.932023,0.932023,0.484808,0.775029,0.664553,0.993073,0.511691,0.944252,0.436992,0.842263,0.799795,0.420399,0.912372,0.0122779,0.16031,0.145754,0.932023,0.858882,0.944252,0.207791,0.567168,0.150752,0.483713,0.707364,0.550633,0.208555,0.476013,0.476013,0.396967,0.44951,0.487048,0.780169,0.0347051,0.062971,0.114436,0.934313,0.44063,0.0935336,0.458007,0.900766,0.880399,0.948487,0.550633,0.543585,0.168816,0.674479,0.106764,0.759476,0.686612,0.435237,0.293537,0.445802,0.106764,0.418098,0.85932,0.438851,0.400426,0.682777,0.86452,0.949362,0.258784,0.306259,0.387776,0.64053,0.196714,0.929955,0.110098,0.610668,0.636479,0.752231,0.601921,0.155372,0.0243645,0.711662,0.573372,0.383963,0.106764,0.326357,0.543214,0.773386,0.0172342,0.884007,0.550633,0.0610891,0.49465,0.83348,0.361151,0.926761,0.327623,0.0222341,0.729691
