,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205
0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
1,0.353356,0.593248,0.916954,0.930582,0.0698659,0.269244,0.300164,0.353356,0.650644,0.26879,0.235781,0.520415,0.864085,0.919289,0.605342,0.121593,0.214511,0.688063,0.971497,0.62624,0.187409,0.439216,0.87069,0.247514,0.136379,0.720116,0.371167,0.371167,0.371167,0.487398,0.98064,0.683572,0.917119,0.902776,0.905061,0.371167,0.91291,0.895204,0.352661,0.381513,0.371167,0.371167,0.517933,0.172482,0.172482,0.842125,0.495367,0.172482,0.963949,0.306656,0.486548,0.179676,0.176057,0.895204,0.584704,0.605342,0.486548,0.204261,0.381723,0.721071,0.280358,0.410673,0.652587,0.391372,0.805244,0.547571,0.198217,0.0867811,0.642936,0.134279,0.26879,0.269244,0.663592,0.759111,0.255993,0.371167,0.877805,0.72424,0.39804,0.718714,0.0928883,0.913792,0.666183,0.689403,0.62624,0.911065,0.203105,0.386416,0.934865,0.386416,0.269282,0.00335256,0.0610545,0.405573,0.937996,0.00918945,0.879648,0.522752,0.947947,0.489305,0.155276,0.395766,0.409545,0.941613,0.409545,0.170596,0.941613,0.203262,0.407917,0.448567,0.831481,0.901433,0.725826,0.866177,0.230548,0.94277,0.644183,0.840424,0.135661,0.832727,0.463505,0.306656,0.944845,0.187876,0.894773,0.44829,0.722371,0.174923,0.461258,0.749961,0.371167,0.637234,0.401391,0.96936,0.180947,0.944076,0.836394,0.306656,0.135661,0.947536,0.391372,0.444944,0.135661,0.0936514,0.0151783,0.727444,0.26879,0.73103,0.341296,0.948707,0.960823,0.0245059,0.624391,0.871004,0.779467,0.877747,0.571641,0.532697,0.980027,0.816758,0.826442,0.396987,0.287644,0.650644,0.672634,0.247725,0.56348,0.135661,0.458693,0.296257,0.265936,0.132926,0.0424033,0.858324,0.961867,0.391118,0.405167,0.947627,0.916954,0.98064,0.902776,0.495367,0.0638621,0.657313,0.134426,0.790332,0.72424,0.718714,0.0989956,0.824536,0.529651,0.685952,0.914575,0.134135,0.518195,0.134426,0.604449,0.101941,0.129284,0.0989956,0.788883,0.184208,0.326375,0.672228,0.56348,0.101254
