,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
1,0.601772,0.157017,0.242517,0.67966,0.74783,0.0591727,0.307384,0.796195,0.474555,0.439544,0.120177,0.601772,0.199874,0.338027,0.601772,0.0405471,0.242517,0.06235,0.920289,0.455505,0.259436,0.466201,0.484044,0.641693,0.834957,0.686886,0.393647,0.691923,0.669775,0.338027,0.0881717,0.950003,0.737354,0.338027,0.301631,0.106399,0.919689,0.390451,0.28616,0.840322,0.370495,0.148846,0.388247,0.649225,0.953301,0.452537,0.809061,0.499804,0.221247,0.499804,0.499804,0.499804,0.203618,0.499804,0.659432,0.976788,0.727171,0.548699,0.120883,0.0987799,0.499804,0.01302,0.499804,0.259694,0.893474,0.564164,0.197768,0.409817,0.754938,0.745242,0.358817,0.258217,0.20068,0.258217,0.120177,0.610084,0.773816,0.899852,0.420737,0.0415732,0.120177,0.87737,0.0448048,0.0938683,0.687822,0.505582
